Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HomeTeam_Wins,HomeTeam_Draws,HomeTeam_Losses,HomeTeam_AvgGoalsScored,HomeTeam_AvgGoalsConceded,HomeTeam_AvgShots,HomeTeam_AvgShotsConceded,HomeTeam_AvgCorners,HomeTeam_AvgCornersConceded,HomeTeam_AvgFouls,HomeTeam_PrevSeasonRank,AwayTeam_Wins,AwayTeam_Draws,AwayTeam_Losses,AwayTeam_AvgGoalsScored,AwayTeam_AvgGoalsConceded,AwayTeam_AvgShots,AwayTeam_AvgShotsConceded,AwayTeam_AvgCorners,AwayTeam_AvgCornersConceded,AwayTeam_AvgFouls,AwayTeam_PrevSeasonRank
21/10/2000,Liverpool,Leicester,1,0,H,0,0,D,Andy D'Urso,24,8,11,3,10,9,8,10,1,2,0,0,4,3,2,1.78,1.44,11.22,11.22,5.67,5.33,13.11,0,4,4,1,0.78,0.56,9.56,10.89,6.0,6.67,11.44,0
21/10/2000,Man United,Leeds,3,0,H,1,0,H,Jeff Winter,26,5,14,0,12,4,9,18,0,2,0,0,5,3,1,2.56,0.89,15.0,15.0,6.44,4.0,11.89,0,4,2,2,1.75,1.25,14.12,11.12,6.62,4.62,14.75,0
21/10/2000,Newcastle,Everton,0,1,A,0,0,D,Mark Halsey,11,9,4,4,5,4,9,12,1,3,0,0,5,1,3,1.22,0.89,12.0,12.0,5.89,6.0,15.22,0,2,3,4,1.33,1.78,9.89,10.56,5.78,5.56,12.0,0
21/10/2000,Tottenham,Derby,3,1,H,2,1,H,Mike Dean,18,8,8,7,7,4,9,16,1,2,0,0,3,2,4,1.33,1.44,12.11,12.11,5.22,4.56,13.67,0,0,5,4,1.56,2.56,9.33,12.0,5.56,6.78,13.33,0
21/10/2000,West Ham,Arsenal,1,2,A,0,2,A,Dermot Gallagher,11,13,3,5,5,4,15,11,1,0,0,0,1,5,3,1.22,1.33,13.44,13.44,7.33,5.22,12.22,0,5,3,1,1.67,1.0,14.56,9.67,7.56,5.56,15.67,0
22/10/2000,Aston Villa,Sunderland,0,0,D,0,0,D,Rob Styles,17,7,4,3,7,3,11,17,1,3,0,0,3,3,2,1.38,1.0,9.75,9.75,5.12,6.5,10.88,0,3,3,3,0.89,1.22,10.89,12.67,4.11,6.33,14.11,0
23/10/2000,Southampton,Man City,0,2,A,0,1,A,Alan Wiley,19,11,6,4,9,3,10,15,1,2,0,0,2,4,3,1.33,1.44,11.22,11.22,7.11,6.78,12.67,0,3,2,4,1.33,1.56,10.44,11.33,6.0,6.0,15.44,0
28/10/2000,Arsenal,Man City,5,0,H,1,0,H,Rob Styles,22,6,14,2,10,4,6,13,0,3,0,1,6,3,1,1.7,1.0,14.4,14.4,7.2,5.5,15.2,0,4,2,4,1.4,1.4,10.5,12.1,5.7,6.3,15.4,0
28/10/2000,Aston Villa,Charlton,2,1,H,2,0,H,Dermot Gallagher,12,7,7,4,9,6,13,11,3,2,0,0,3,4,2,1.22,0.89,10.56,10.56,5.33,6.11,10.89,0,4,3,3,1.6,1.6,9.0,12.4,6.5,6.4,11.5,0
28/10/2000,Chelsea,Tottenham,3,0,H,2,0,H,Steve Dunn,9,6,7,3,2,3,12,14,3,3,0,0,3,4,3,1.9,1.4,14.8,14.8,6.6,4.8,15.7,0,4,2,4,1.5,1.4,12.7,10.2,5.4,4.5,13.2,0
28/10/2000,Ipswich,Middlesbrough,2,1,H,2,0,H,Neale Barry,19,7,11,3,6,1,8,17,0,2,0,0,4,3,3,1.4,1.1,12.5,12.5,3.9,5.5,11.1,0,2,4,4,1.5,1.6,9.6,11.6,5.1,7.0,13.5,0
28/10/2000,Leicester,Derby,2,1,H,1,1,D,Graham Poll,9,7,5,2,7,3,9,18,0,3,0,0,4,4,2,0.7,0.6,9.4,9.4,6.3,7.0,11.3,0,0,5,5,1.5,2.6,9.2,12.6,5.4,6.8,13.6,0
28/10/2000,Man United,Southampton,5,0,H,2,0,H,Andy D'Urso,16,12,8,5,7,7,5,9,0,0,0,0,6,3,1,2.6,0.8,16.1,16.1,7.0,4.0,11.6,0,2,4,4,1.2,1.5,12.0,9.6,7.3,6.4,12.4,0
28/10/2000,Sunderland,Coventry,1,0,H,0,0,D,Alan Wiley,11,10,7,4,1,3,17,10,2,2,0,0,3,4,3,0.8,1.1,10.5,10.5,4.0,6.4,14.4,0,3,2,5,1.1,2.1,7.2,14.5,4.8,6.4,13.4,0
28/10/2000,West Ham,Newcastle,1,0,H,0,0,D,Mike Riley,11,12,4,5,3,8,15,10,3,2,0,0,1,5,4,1.2,1.4,13.2,13.2,7.1,5.1,12.5,0,5,1,4,1.1,0.9,11.9,10.5,5.8,5.8,14.6,0
29/10/2000,Bradford,Leeds,1,1,D,1,0,H,Steve Lodge,11,12,6,9,5,9,15,15,3,4,0,0,1,3,6,0.4,1.6,8.6,8.6,4.8,5.6,12.7,0,4,2,3,1.56,1.44,13.11,12.78,6.33,5.44,15.11,0
29/10/2000,Liverpool,Everton,3,1,H,1,1,D,Paul Durkin,10,9,8,7,9,6,10,10,0,1,0,1,5,3,2,1.7,1.3,12.5,12.5,6.1,5.7,12.6,0,3,3,4,1.3,1.6,9.8,10.6,5.6,5.5,12.0,0
04/11/2000,Charlton,Bradford,2,0,H,2,0,H,Neale Barry,11,12,7,8,3,6,10,20,0,1,0,1,4,3,4,1.55,1.64,8.82,8.82,6.45,6.64,11.45,0,1,4,6,0.45,1.55,8.82,13.73,4.82,5.91,12.91,0
04/11/2000,Coventry,Man United,1,2,A,0,2,A,Graham Poll,4,11,2,6,3,9,17,8,1,1,0,0,3,2,6,1.0,2.0,7.45,7.45,4.64,5.91,13.09,0,7,3,1,2.82,0.73,16.09,9.36,7.0,4.27,11.0,0
04/11/2000,Leeds,Liverpool,4,3,H,1,2,A,David Ellaray,10,14,7,8,7,7,18,18,1,4,0,0,4,3,3,1.5,1.4,13.0,13.0,6.6,5.4,15.1,0,6,3,2,1.82,1.27,12.27,9.91,6.36,5.73,12.36,0
04/11/2000,Man City,Leicester,0,1,A,0,0,D,Mark Halsey,14,3,3,2,9,4,12,14,1,2,0,0,4,2,5,1.27,1.73,10.09,10.09,5.55,6.64,15.18,0,5,4,2,0.82,0.64,9.36,11.73,6.36,6.64,11.09,0
04/11/2000,Middlesbrough,Arsenal,0,1,A,0,1,A,Andy D'Urso,4,11,3,8,5,8,10,11,1,1,1,0,2,4,5,1.45,1.64,9.36,9.36,4.73,6.91,13.82,0,7,3,1,2.0,0.91,15.09,9.45,7.45,5.36,14.36,0
04/11/2000,Newcastle,Ipswich,2,1,H,1,1,D,Alan Wiley,11,8,6,5,7,4,13,7,1,0,0,0,5,1,5,1.0,0.91,11.91,11.91,6.0,5.55,14.18,0,5,3,3,1.45,1.09,13.09,10.0,4.09,5.09,10.82,0
04/11/2000,Southampton,Chelsea,3,2,H,2,0,H,Jeff Winter,10,9,4,4,7,7,16,11,4,2,0,0,2,4,5,1.09,1.82,12.0,12.0,7.27,6.45,12.09,0,4,4,3,2.0,1.27,14.27,10.18,6.18,4.64,15.36,0
04/11/2000,Tottenham,Sunderland,2,1,H,1,0,H,Dermot Gallagher,11,12,6,3,8,7,18,9,1,0,1,0,4,2,5,1.36,1.55,12.09,12.09,5.18,4.27,13.27,0,4,4,3,0.82,1.0,10.55,12.82,3.73,6.09,14.64,0
05/11/2000,Everton,Aston Villa,0,1,A,0,0,D,Steve Lodge,14,4,6,1,6,2,17,23,3,2,0,0,3,3,5,1.27,1.73,9.73,9.73,5.64,5.82,11.82,0,4,4,2,1.3,0.9,10.7,10.3,5.7,6.1,11.1,0
06/11/2000,Derby,West Ham,0,0,D,0,0,D,Paul Durkin,14,6,2,6,6,1,14,18,1,1,0,0,0,5,6,1.45,2.55,9.0,9.0,5.18,6.82,14.0,0,2,5,4,1.18,1.27,13.0,11.09,6.73,5.36,12.73,0
11/11/2000,Arsenal,Derby,0,0,D,0,0,D,Steve Lodge,15,9,9,2,10,0,12,13,0,2,0,0,8,3,1,1.92,0.83,14.75,14.75,7.5,5.33,14.08,0,0,6,6,1.33,2.33,9.42,11.75,5.25,6.33,14.0,0
11/11/2000,Aston Villa,Tottenham,2,0,H,1,0,H,Barry Knight,11,3,6,2,10,1,15,13,0,3,0,0,5,4,2,1.27,0.82,10.09,10.09,5.36,6.09,12.18,0,5,2,5,1.42,1.5,12.0,10.25,5.42,4.5,13.67,0
11/11/2000,Bradford,Everton,0,1,A,0,0,D,Rob Harris,11,9,6,4,3,3,8,18,1,2,0,0,1,4,7,0.42,1.58,9.08,9.08,4.92,5.67,13.5,0,3,3,6,1.17,1.67,10.08,10.0,5.67,5.5,12.25,0
11/11/2000,Ipswich,Charlton,2,0,H,0,0,D,Steve Bennett,30,7,13,4,13,3,8,12,0,2,0,0,5,3,4,1.42,1.17,12.67,12.67,4.08,5.25,10.5,0,5,3,4,1.58,1.5,9.0,12.33,6.17,6.58,11.33,0
11/11/2000,Leicester,Newcastle,1,1,D,0,0,D,Rob Styles,8,7,4,1,0,3,7,8,1,1,0,0,6,4,2,0.83,0.58,8.83,8.83,6.17,6.83,11.33,0,6,1,5,1.08,0.92,11.83,10.33,6.08,5.42,14.08,0
11/11/2000,Man United,Middlesbrough,2,1,H,0,1,A,Paul Durkin,18,5,11,1,10,0,5,10,0,0,0,0,8,3,1,2.75,0.75,15.67,15.67,7.17,4.17,10.75,0,2,4,6,1.33,1.58,8.92,12.17,4.75,7.0,13.5,0
11/11/2000,Sunderland,Southampton,2,2,D,1,1,D,Mike Dean,11,10,5,5,7,4,13,21,1,1,0,0,4,4,4,0.83,1.08,10.67,10.67,4.0,6.25,14.17,0,3,4,5,1.25,1.83,11.83,10.08,7.25,6.5,12.42,0
11/11/2000,West Ham,Man City,4,1,H,0,1,A,Jeff Winter,22,10,11,5,7,5,7,7,1,1,0,0,2,6,4,1.08,1.17,12.42,12.42,6.25,5.42,13.17,0,4,2,6,1.17,1.67,10.42,12.17,5.83,6.42,14.92,0
12/11/2000,Chelsea,Leeds,1,1,D,0,0,D,Graham Poll,12,11,7,3,3,2,19,24,4,4,0,0,4,4,4,2.0,1.42,13.83,13.83,6.25,4.83,15.0,0,5,3,3,1.73,1.55,12.73,12.73,6.64,5.55,15.36,0
12/11/2000,Liverpool,Coventry,4,1,H,1,0,H,Mike Riley,19,10,13,5,7,1,10,12,1,0,0,0,6,3,3,1.92,1.5,12.42,12.42,6.42,5.83,12.83,0,3,2,7,1.0,2.0,7.17,13.92,4.5,6.17,13.42,0
18/11/2000,Charlton,Chelsea,2,0,H,1,0,H,Paul Durkin,10,13,6,3,4,5,18,22,2,3,0,0,5,3,5,1.46,1.54,8.85,8.85,5.92,7.08,11.38,0,4,5,4,1.92,1.38,13.69,10.23,6.0,4.62,15.31,0
18/11/2000,Derby,Bradford,2,0,H,0,0,D,Andy D'Urso,7,7,3,4,2,4,10,18,3,1,0,0,0,7,6,1.23,2.15,9.38,9.38,4.85,6.62,13.92,0,1,4,8,0.38,1.54,9.23,13.15,4.77,5.46,13.08,0
18/11/2000,Everton,Arsenal,2,0,H,0,0,D,Mike Riley,4,4,2,2,3,5,20,12,3,1,0,0,4,3,6,1.15,1.54,10.0,10.0,5.46,5.31,12.69,0,8,4,1,1.77,0.77,14.77,9.0,7.69,4.92,13.92,0
18/11/2000,Leeds,West Ham,0,1,A,0,1,A,Paul Taylor,15,4,6,3,2,2,14,19,1,1,0,0,5,4,3,1.67,1.5,12.58,12.58,6.25,5.33,16.08,0,3,6,4,1.31,1.15,13.15,11.23,6.31,5.38,12.69,0
18/11/2000,Man City,Man United,0,1,A,0,1,A,Steve Dunn,10,8,4,4,10,11,13,8,3,1,0,0,4,2,7,1.15,1.85,10.38,10.38,5.77,6.46,14.31,0,9,3,1,2.69,0.77,15.85,8.62,7.38,3.85,10.31,0
18/11/2000,Middlesbrough,Leicester,0,3,A,0,2,A,Alan Wiley,11,9,4,7,6,2,8,12,3,1,0,0,2,4,7,1.31,1.62,8.62,8.62,4.38,7.23,13.23,0,6,5,2,0.85,0.62,8.77,11.54,5.69,6.54,11.0,0
18/11/2000,Newcastle,Sunderland,1,2,A,1,0,H,Graham Poll,19,9,9,6,1,4,17,26,1,3,0,0,6,2,5,1.08,0.92,11.46,11.46,5.85,5.0,13.62,0,4,5,4,0.92,1.15,10.69,12.46,4.23,6.08,14.08,0
18/11/2000,Southampton,Aston Villa,2,0,H,2,0,H,Peter Jones,7,9,3,3,3,3,10,10,0,0,0,0,3,5,5,1.31,1.85,11.69,11.69,7.0,6.54,13.08,0,6,4,2,1.33,0.75,10.17,10.0,5.75,5.67,12.42,0
19/11/2000,Tottenham,Liverpool,2,1,H,2,1,H,Mark Halsey,6,9,4,4,6,5,11,13,1,2,0,0,5,2,6,1.31,1.54,11.31,11.31,5.08,4.92,13.62,0,7,3,3,2.08,1.46,12.92,9.92,6.46,5.46,12.62,0
20/11/2000,Coventry,Ipswich,0,1,A,0,0,D,David Ellaray,12,10,5,4,5,5,10,12,1,1,0,0,3,2,8,1.0,2.15,7.38,7.38,4.23,6.23,13.31,0,6,3,4,1.46,1.08,14.0,9.85,4.77,5.08,10.31,0
25/11/2000,Charlton,Sunderland,0,1,A,0,0,D,Steve Dunn,10,8,2,3,7,8,16,16,0,1,0,0,6,3,5,1.5,1.43,8.93,8.93,5.79,6.93,11.86,0,5,5,4,1.0,1.14,10.57,12.93,4.21,5.71,14.93,0
25/11/2000,Coventry,Aston Villa,1,1,D,0,1,A,Jeff Winter,10,7,2,4,6,1,9,19,1,2,0,0,3,2,9,0.93,2.07,7.71,7.71,4.29,6.14,13.07,0,6,4,3,1.23,0.85,10.08,9.77,5.54,5.46,12.23,0
25/11/2000,Derby,Man United,0,3,A,0,0,D,David Ellaray,1,12,0,7,3,9,12,12,2,1,0,0,1,7,6,1.29,2.0,9.21,9.21,4.64,6.43,13.64,0,10,3,1,2.57,0.71,15.29,8.71,7.64,4.29,10.14,0
25/11/2000,Everton,Chelsea,2,1,H,0,1,A,Rob Styles,11,10,5,6,1,4,11,18,0,3,0,1,5,3,6,1.21,1.43,9.57,9.57,5.29,5.29,13.21,0,4,5,5,1.79,1.43,13.64,10.21,5.93,4.57,15.79,0
25/11/2000,Man City,Ipswich,2,3,A,0,2,A,Mike Dean,9,11,4,4,6,5,8,5,0,2,0,0,4,2,8,1.07,1.79,10.36,10.36,6.07,6.79,14.21,0,7,3,4,1.43,1.0,13.71,10.0,4.79,5.07,10.43,0
25/11/2000,Middlesbrough,Bradford,2,2,D,0,2,A,Paul Taylor,14,9,9,5,6,4,17,18,0,2,1,0,2,4,8,1.21,1.71,8.79,8.79,4.5,6.86,12.86,0,1,4,9,0.36,1.57,9.07,12.71,4.71,5.21,13.43,0
25/11/2000,Southampton,West Ham,2,3,A,1,2,A,Steve Bennett,10,14,5,8,6,10,12,10,1,2,0,0,4,5,5,1.36,1.71,11.36,11.36,6.71,6.29,12.86,0,4,6,4,1.29,1.07,12.5,11.5,6.0,5.14,13.14,0
25/11/2000,Tottenham,Leicester,3,0,H,2,0,H,Rob Harris,15,11,7,5,5,8,21,15,1,3,0,1,6,2,6,1.36,1.5,10.93,10.93,5.14,4.93,13.43,0,7,5,2,1.0,0.57,8.79,11.5,5.43,6.5,11.07,0
26/11/2000,Leeds,Arsenal,1,0,H,0,0,D,Dermot Gallagher,12,9,6,3,8,4,19,22,1,7,0,0,5,4,4,1.54,1.46,12.77,12.77,5.92,5.08,15.92,0,8,4,2,1.64,0.86,14.0,8.64,7.5,4.79,13.79,0
26/11/2000,Newcastle,Liverpool,2,1,H,1,0,H,Barry Knight,9,13,6,9,5,11,17,15,3,2,0,0,6,2,6,1.07,1.0,12.0,12.0,5.5,4.93,13.86,0,7,3,4,2.0,1.5,12.64,9.64,6.36,5.5,12.64,0
02/12/2000,Arsenal,Southampton,1,0,H,0,0,D,Steve Dunn,24,7,12,5,16,8,14,15,0,2,0,0,8,4,3,1.53,0.87,13.67,13.67,7.27,5.0,14.33,0,4,5,6,1.4,1.8,11.27,10.33,6.67,6.53,12.8,0
02/12/2000,Aston Villa,Newcastle,1,1,D,1,0,H,David Ellaray,8,9,4,5,8,2,11,12,2,1,0,0,6,5,3,1.21,0.86,9.86,9.86,5.21,5.5,12.71,0,7,2,6,1.13,1.0,11.8,10.27,5.47,5.33,14.07,0
02/12/2000,Bradford,Coventry,2,1,H,0,0,D,Mike Dean,10,13,6,7,9,8,11,12,3,2,0,0,1,5,9,0.47,1.6,9.07,9.07,4.67,5.27,13.73,0,3,3,9,0.93,2.0,7.87,13.53,4.4,5.8,12.8,0
02/12/2000,Ipswich,Derby,0,1,A,0,1,A,Mark Halsey,11,3,5,3,6,1,13,13,1,1,0,0,8,3,4,1.53,1.07,13.53,13.53,4.8,5.13,10.07,0,1,7,7,1.2,2.07,8.67,11.67,4.53,6.6,13.53,0
02/12/2000,Leicester,Leeds,3,1,H,3,0,H,Steve Bennett,8,12,5,4,0,6,10,7,1,2,0,1,7,5,3,0.93,0.73,8.93,8.93,5.6,6.4,11.33,0,6,4,4,1.5,1.36,12.71,11.79,6.07,5.0,16.14,0
02/12/2000,Liverpool,Charlton,3,0,H,1,0,H,Rob Styles,13,7,3,2,6,5,10,9,1,1,0,0,7,3,5,1.93,1.53,12.67,12.67,6.67,5.47,12.8,0,6,3,6,1.4,1.4,9.0,13.27,5.87,7.0,12.13,0
02/12/2000,Man United,Tottenham,2,0,H,1,0,H,Graham Poll,16,5,8,3,7,5,7,8,2,1,0,0,11,3,1,2.6,0.67,15.07,15.07,7.73,4.2,10.27,0,7,2,6,1.47,1.4,11.2,10.27,5.13,5.13,13.93,0
02/12/2000,West Ham,Middlesbrough,1,0,H,1,0,H,Roy Burton,14,5,6,3,7,5,17,19,1,4,0,1,5,6,4,1.4,1.13,12.6,12.6,6.27,5.2,12.93,0,2,5,8,1.27,1.73,9.13,12.13,4.6,6.67,13.13,0
03/12/2000,Chelsea,Man City,2,1,H,2,0,H,Dermot Gallagher,9,11,7,5,7,10,9,12,2,0,0,0,4,5,6,1.73,1.47,13.4,13.4,5.8,4.33,15.93,0,4,2,9,1.13,1.87,10.27,12.47,6.07,6.67,13.8,0
04/12/2000,Sunderland,Everton,2,0,H,1,0,H,Peter Jones,24,7,11,2,8,4,16,23,0,3,0,0,6,5,4,1.0,1.07,10.4,10.4,4.47,5.8,15.0,0,6,3,6,1.27,1.4,9.67,9.67,5.0,5.2,13.07,0
09/12/2000,Arsenal,Newcastle,5,0,H,2,0,H,Mike Dean,15,3,10,1,5,2,10,11,0,3,0,0,9,4,3,1.5,0.81,14.31,14.31,7.81,5.19,14.31,0,7,3,6,1.12,1.0,11.62,10.12,5.25,5.5,13.94,0
09/12/2000,Bradford,Tottenham,3,3,D,1,2,A,Neale Barry,13,6,6,4,7,2,6,16,2,0,0,0,2,5,9,0.56,1.56,9.12,9.12,4.94,5.44,13.56,0,7,2,7,1.38,1.44,10.81,10.62,5.12,5.25,13.56,0
09/12/2000,Charlton,Man United,3,3,D,1,2,A,Steve Lodge,15,15,8,8,9,6,6,10,0,1,0,0,6,3,7,1.31,1.5,8.88,8.88,5.81,6.94,11.94,0,12,3,1,2.56,0.62,15.12,8.0,7.69,4.25,10.06,0
09/12/2000,Chelsea,Derby,4,1,H,3,0,H,Paul Taylor,19,5,10,3,3,6,8,14,0,0,0,0,5,5,6,1.75,1.44,13.12,13.12,5.88,4.69,15.5,0,2,7,7,1.19,1.94,8.31,11.62,4.31,6.56,13.5,0
09/12/2000,Man City,Everton,5,0,H,3,0,H,Steve Bennett,13,14,9,4,5,13,12,12,0,1,0,0,4,2,10,1.12,1.88,10.31,10.31,6.31,6.69,13.69,0,6,3,7,1.19,1.44,9.5,10.56,4.94,5.38,13.69,0
09/12/2000,Southampton,Leeds,1,0,H,1,0,H,Paul Durkin,12,13,3,5,2,10,13,15,3,4,1,0,4,5,7,1.31,1.75,11.0,11.0,6.75,7.12,12.94,0,6,4,5,1.47,1.47,12.67,11.53,6.07,4.67,15.53,0
09/12/2000,Sunderland,Middlesbrough,1,0,H,0,0,D,Graham Poll,8,8,5,5,5,3,22,21,1,3,0,0,7,5,4,1.06,1.0,11.25,11.25,4.69,5.69,15.06,0,2,5,9,1.19,1.69,8.88,12.25,4.62,6.69,13.5,0
09/12/2000,West Ham,Aston Villa,1,1,D,1,1,D,Mike Riley,13,15,5,4,4,4,14,15,1,3,0,0,6,6,4,1.38,1.06,12.69,12.69,6.31,5.19,13.19,0,6,6,3,1.2,0.87,9.73,9.73,5.4,5.27,12.6,0
10/12/2000,Coventry,Leicester,1,0,H,1,0,H,Steve Dunn,12,6,5,1,8,10,11,15,0,1,0,0,3,3,10,0.94,2.0,8.19,8.19,4.62,6.0,12.75,0,8,5,3,1.06,0.75,8.88,11.75,5.25,6.38,11.25,0
10/12/2000,Liverpool,Ipswich,0,1,A,0,1,A,Alan Wiley,14,11,5,6,8,5,12,14,1,3,0,0,8,3,5,2.0,1.44,12.69,12.69,6.62,5.44,12.62,0,8,3,5,1.44,1.06,13.38,9.5,4.88,4.88,10.25,0
16/12/2000,Aston Villa,Man City,2,2,D,0,0,D,Andy D'Urso,10,9,5,4,5,4,8,16,2,1,1,0,6,7,3,1.19,0.88,10.06,10.06,5.31,5.19,12.75,0,5,2,10,1.35,1.76,10.47,12.35,6.24,7.06,13.59,0
16/12/2000,Derby,Coventry,1,0,H,1,0,H,Matt Messias,4,14,3,5,3,5,17,10,1,3,0,0,2,7,8,1.18,2.06,8.12,8.12,4.41,6.35,13.53,0,4,3,10,0.94,1.88,8.41,12.88,4.82,6.24,12.65,0
16/12/2000,Everton,West Ham,1,1,D,0,0,D,Clive Wilkes,15,9,5,4,9,7,10,7,1,2,0,0,6,3,8,1.12,1.65,9.76,9.76,5.41,5.35,13.59,0,6,7,4,1.35,1.06,12.71,11.24,6.18,5.12,13.24,0
16/12/2000,Ipswich,Southampton,3,1,H,0,1,A,Barry Knight,15,13,7,4,6,1,11,12,1,2,0,0,9,3,5,1.41,1.0,13.24,13.24,4.88,5.06,10.47,0,5,5,7,1.29,1.65,11.06,11.29,6.47,7.29,12.94,0
16/12/2000,Leeds,Sunderland,2,0,H,1,0,H,Rob Styles,17,17,8,6,8,5,16,20,3,4,0,0,6,4,6,1.38,1.44,12.69,12.69,6.31,4.5,15.5,0,8,5,4,1.06,0.94,11.06,12.12,4.71,5.53,15.47,0
16/12/2000,Leicester,Charlton,3,1,H,1,1,D,Alan Wiley,9,12,5,8,5,5,11,16,1,2,0,0,8,5,4,1.0,0.76,8.71,8.71,5.53,6.47,11.47,0,6,4,7,1.41,1.59,9.24,13.35,6.0,6.88,11.59,0
16/12/2000,Middlesbrough,Chelsea,1,0,H,0,0,D,Peter Jones,7,9,4,3,3,5,14,16,0,2,0,0,2,5,10,1.12,1.65,8.82,8.82,4.53,6.59,13.94,0,6,5,6,1.88,1.41,13.47,10.0,5.71,4.76,15.06,0
16/12/2000,Newcastle,Bradford,2,1,H,1,0,H,Steve Dunn,17,7,6,3,4,3,16,17,0,2,0,0,7,3,7,1.06,1.24,11.12,11.12,5.06,5.47,13.76,0,2,6,9,0.71,1.65,9.35,12.41,5.06,5.24,13.12,0
17/12/2000,Man United,Liverpool,0,1,A,0,1,A,Mike Riley,6,9,4,4,9,2,10,11,1,0,1,0,12,4,1,2.59,0.76,15.12,15.12,7.59,4.53,10.06,0,8,3,6,1.88,1.41,12.76,9.53,6.71,5.41,12.59,0
18/12/2000,Tottenham,Arsenal,1,1,D,1,0,H,Jeff Winter,8,17,4,10,3,7,20,14,2,1,0,0,7,3,7,1.47,1.53,10.53,10.53,4.94,5.35,13.71,0,10,4,3,1.71,0.76,14.35,8.41,7.65,5.0,14.06,0
22/12/2000,Coventry,Southampton,1,1,D,1,0,H,Alan Wiley,12,10,5,2,8,6,12,13,1,1,0,0,4,3,11,0.89,1.83,8.72,8.72,4.83,6.06,12.5,0,5,5,8,1.28,1.72,11.17,11.5,6.17,7.22,12.89,0
23/12/2000,Charlton,Everton,1,0,H,1,0,H,Graham Barber,10,10,7,4,13,6,15,21,1,4,0,0,6,4,8,1.39,1.67,9.39,9.39,5.94,6.78,11.83,0,6,4,8,1.11,1.61,10.06,10.61,5.61,5.44,13.39,0
23/12/2000,Chelsea,Bradford,3,0,H,1,0,H,Barry Knight,17,7,8,1,5,4,8,12,0,1,0,0,6,5,7,1.78,1.39,13.22,13.22,5.67,4.67,15.11,0,2,6,10,0.72,1.67,9.22,12.67,4.94,5.17,13.33,0
23/12/2000,Derby,Newcastle,2,0,H,1,0,H,Rob Harris,8,8,5,4,2,3,17,16,1,2,0,0,3,7,8,1.17,1.94,7.89,7.89,4.33,6.28,13.72,0,8,3,7,1.11,1.22,11.44,10.22,5.0,5.33,13.89,0
23/12/2000,Leeds,Aston Villa,1,2,A,0,1,A,Mark Halsey,15,8,5,5,10,2,18,18,1,4,0,0,7,4,6,1.41,1.35,12.94,12.94,6.41,4.53,15.53,0,6,8,3,1.24,0.94,10.06,9.88,5.29,5.12,12.47,0
23/12/2000,Leicester,West Ham,2,1,H,1,1,D,Graham Poll,11,11,6,4,6,5,7,5,1,0,0,0,9,5,4,1.11,0.78,8.72,8.72,5.5,6.39,11.44,0,6,8,4,1.33,1.06,12.5,11.44,6.22,5.33,12.89,0
23/12/2000,Liverpool,Arsenal,4,0,H,1,0,H,Paul Durkin,12,12,6,6,6,3,18,14,2,0,0,0,9,3,6,1.83,1.33,12.56,12.56,6.44,5.61,12.5,0,10,5,3,1.67,0.78,14.5,8.39,7.61,4.89,14.06,0
23/12/2000,Man United,Ipswich,2,0,H,2,0,H,Steve Bennett,20,5,4,3,11,3,7,8,0,1,0,0,12,4,2,2.44,0.78,14.61,14.61,7.67,4.39,10.06,0,10,3,5,1.5,1.0,13.33,9.94,4.94,4.83,10.5,0
23/12/2000,Sunderland,Man City,1,0,H,1,0,H,David Ellaray,9,9,5,3,8,6,14,18,2,2,0,0,8,5,5,1.0,1.0,11.39,11.39,4.72,5.67,15.72,0,5,3,10,1.39,1.78,10.39,12.22,6.11,6.94,13.72,0
23/12/2000,Tottenham,Middlesbrough,0,0,D,0,0,D,Rob Styles,16,5,8,0,8,4,22,13,2,3,0,0,7,4,7,1.44,1.5,10.39,10.39,4.83,5.44,14.06,0,3,5,10,1.11,1.56,8.72,11.83,4.44,6.5,13.94,0
26/12/2000,Arsenal,Leicester,6,1,H,1,0,H,Dermot Gallagher,27,2,15,2,14,0,14,11,0,0,0,0,10,5,4,1.58,0.95,14.37,14.37,7.37,4.95,14.05,0,10,5,4,1.16,0.79,8.84,11.74,5.53,6.32,11.21,0
26/12/2000,Aston Villa,Man United,0,1,A,0,0,D,Graham Poll,6,14,3,3,2,4,15,16,1,2,0,0,7,8,3,1.28,0.94,9.94,9.94,5.11,5.39,12.78,0,13,4,2,2.42,0.74,14.89,8.26,7.84,4.32,9.89,0
26/12/2000,Bradford,Sunderland,1,4,A,0,1,A,Paul Durkin,11,16,3,11,9,8,17,17,2,0,0,0,2,6,11,0.68,1.74,9.11,9.11,4.89,5.16,13.26,0,9,5,5,1.0,0.95,11.26,12.21,4.89,5.68,15.63,0
26/12/2000,Everton,Coventry,1,2,A,0,0,D,Neale Barry,17,10,9,5,5,2,14,16,2,1,0,0,6,4,9,1.05,1.58,10.05,10.05,5.63,5.84,13.79,0,4,4,11,0.89,1.79,8.89,12.26,5.0,6.05,12.47,0
