Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HomeTeam_Wins,HomeTeam_Draws,HomeTeam_Losses,HomeTeam_AvgGoalsScored,HomeTeam_AvgGoalsConceded,HomeTeam_AvgShots,HomeTeam_AvgShotsConceded,HomeTeam_AvgCorners,HomeTeam_AvgCornersConceded,HomeTeam_AvgFouls,HomeTeam_PrevSeasonRank,AwayTeam_Wins,AwayTeam_Draws,AwayTeam_Losses,AwayTeam_AvgGoalsScored,AwayTeam_AvgGoalsConceded,AwayTeam_AvgShots,AwayTeam_AvgShotsConceded,AwayTeam_AvgCorners,AwayTeam_AvgCornersConceded,AwayTeam_AvgFouls,AwayTeam_PrevSeasonRank
28/02/2015,Burnley,Swansea,0,1,A,0,0,D,J Moss,13,8,6,2,6,4,14,8,0,0,0,0,4,10,12,0.96,1.69,11.69,11.69,4.58,6.19,10.42,0,10,7,9,1.15,1.31,11.62,14.31,3.58,5.35,10.69,12
28/02/2015,Man United,Sunderland,2,0,H,0,0,D,R East,30,5,10,3,13,1,6,11,1,1,0,1,13,8,5,1.69,1.0,12.73,12.73,5.62,4.73,11.77,7,4,13,9,0.85,1.38,10.35,15.65,5.19,5.08,11.27,15
28/02/2015,Newcastle,Aston Villa,1,0,H,1,0,H,L Mason,14,13,5,3,9,5,6,16,1,5,0,0,8,8,10,1.19,1.62,11.81,11.81,5.58,4.96,11.54,10,5,7,14,0.5,1.38,10.0,13.35,4.58,5.65,10.35,14
28/02/2015,Stoke,Hull,1,0,H,0,0,D,N Swarbrick,17,1,2,0,5,2,9,10,2,2,0,0,10,6,10,1.15,1.31,12.77,12.77,5.04,6.08,12.12,9,6,8,12,0.96,1.35,10.38,14.08,3.73,6.62,12.15,16
28/02/2015,West Brom,Southampton,1,0,H,1,0,H,P Dowd,7,12,3,2,2,3,10,17,2,1,0,0,6,9,11,0.92,1.31,11.54,11.54,5.08,4.73,11.19,17,14,4,8,1.46,0.73,13.15,9.12,5.38,4.38,12.27,8
28/02/2015,West Ham,Crystal Palace,1,3,A,0,1,A,M Dean,22,12,5,5,11,7,12,19,2,2,0,1,10,9,7,1.46,1.15,12.69,12.69,6.38,5.58,10.96,13,6,9,11,1.08,1.42,11.38,12.92,5.77,5.46,13.15,11
01/03/2015,Arsenal,Everton,2,0,H,1,0,H,A Marriner,17,8,4,2,8,9,12,5,2,0,0,0,14,6,6,1.88,1.12,15.46,15.46,7.04,4.96,10.42,4,6,10,10,1.27,1.42,12.65,13.38,4.69,5.38,9.85,5
01/03/2015,Liverpool,Man City,2,1,H,1,1,D,M Clattenburg,11,8,5,1,3,0,8,16,1,3,0,0,13,6,7,1.46,1.12,15.54,15.54,5.15,5.62,10.27,2,16,7,3,2.15,0.96,16.85,10.15,7.23,4.0,11.88,1
03/03/2015,Aston Villa,West Brom,2,1,H,1,0,H,J Moss,16,3,8,1,0,3,15,13,2,4,0,0,5,7,15,0.48,1.37,10.11,10.11,4.59,5.78,10.56,14,7,9,11,0.93,1.26,11.37,12.37,4.96,4.67,11.15,17
03/03/2015,Hull,Sunderland,1,1,D,1,0,H,M Dean,15,9,5,3,6,4,9,15,2,6,0,0,6,8,13,0.93,1.33,10.04,10.04,3.67,6.56,12.07,16,4,13,10,0.81,1.41,10.15,16.19,5.04,5.37,11.26,15
03/03/2015,Southampton,Crystal Palace,1,0,H,0,0,D,M Atkinson,23,9,3,3,10,2,11,10,0,2,0,0,14,4,9,1.41,0.74,13.11,13.11,5.3,4.3,12.44,8,7,9,11,1.15,1.41,11.41,13.26,5.81,5.67,13.37,11
04/03/2015,Liverpool,Burnley,2,0,H,1,0,H,L Mason,20,9,8,1,6,5,8,14,0,1,0,0,14,6,7,1.48,1.11,15.37,15.37,5.07,5.41,10.19,2,4,10,13,0.93,1.67,11.74,14.56,4.63,6.11,10.56,0
04/03/2015,Man City,Leicester,2,0,H,1,0,H,R Madley,22,6,9,2,10,3,11,3,0,1,0,0,16,7,4,2.11,1.0,16.52,16.52,6.96,3.96,12.04,1,4,6,16,0.92,1.62,11.31,15.38,5.54,6.19,12.77,0
04/03/2015,Newcastle,Man United,0,1,A,0,0,D,A Taylor,9,11,2,5,4,1,6,14,1,2,0,0,9,8,10,1.19,1.56,11.89,11.89,5.7,4.96,11.33,10,14,8,5,1.7,0.96,13.37,10.67,5.89,4.59,11.56,7
04/03/2015,QPR,Arsenal,1,2,A,0,0,D,K Friend,10,20,3,9,1,6,10,8,2,1,0,0,6,4,16,1.04,1.73,14.62,14.62,5.15,6.54,11.5,0,15,6,6,1.89,1.07,15.52,11.0,7.07,5.11,10.48,4
04/03/2015,Stoke,Everton,2,0,H,1,0,H,M Clattenburg,11,10,3,5,5,6,11,14,2,2,0,0,11,6,10,1.15,1.26,12.93,12.93,5.04,5.93,12.0,9,6,10,11,1.22,1.44,12.48,13.52,4.85,5.48,9.67,5
04/03/2015,Tottenham,Swansea,3,2,H,1,1,D,M Oliver,20,10,7,5,6,4,14,7,1,0,0,0,13,5,8,1.58,1.38,14.35,14.35,6.23,5.69,12.38,6,11,7,9,1.15,1.26,11.48,14.26,3.59,5.37,10.59,12
04/03/2015,West Ham,Chelsea,0,1,A,0,1,A,A Marriner,18,12,5,3,5,4,10,10,3,4,0,0,10,9,8,1.44,1.22,13.04,13.04,6.56,5.63,11.0,13,18,6,2,2.15,0.85,15.65,10.04,6.04,4.38,10.27,3
07/03/2015,QPR,Tottenham,1,2,A,0,1,A,C Pawson,17,13,6,6,3,5,15,12,1,2,0,0,6,4,17,1.04,1.74,14.44,14.44,5.0,6.52,11.44,0,14,5,8,1.63,1.41,14.56,12.7,6.22,5.63,12.44,6
14/03/2015,Arsenal,West Ham,3,0,H,1,0,H,A Taylor,19,7,9,1,7,5,10,9,1,1,0,0,16,6,6,1.89,1.07,15.68,15.68,7.04,4.96,10.39,4,10,9,9,1.39,1.21,13.21,15.29,6.5,5.57,10.96,13
14/03/2015,Burnley,Man City,1,0,H,0,0,D,A Marriner,10,21,4,5,2,6,6,9,2,1,0,0,4,10,14,0.89,1.68,11.64,11.64,4.64,6.11,10.68,0,17,7,4,2.11,0.96,16.71,10.04,7.07,3.93,12.0,1
14/03/2015,Crystal Palace,QPR,3,1,H,3,0,H,L Mason,15,11,4,4,6,3,17,16,1,3,0,0,7,9,12,1.11,1.39,11.32,11.32,5.68,5.82,13.25,11,6,4,18,1.04,1.75,14.54,15.86,4.93,6.46,11.57,0
14/03/2015,Leicester,Hull,0,0,D,0,0,D,J Moss,15,12,3,5,7,5,10,15,0,4,0,1,4,6,17,0.89,1.63,11.11,11.11,5.44,6.33,12.41,0,6,9,13,0.93,1.32,10.21,14.0,3.75,6.46,11.96,16
14/03/2015,Sunderland,Aston Villa,0,4,A,0,4,A,N Swarbrick,12,14,2,8,2,5,10,9,1,1,0,0,4,14,10,0.82,1.39,10.11,10.11,5.0,5.39,11.39,15,6,7,15,0.54,1.36,10.32,13.0,4.43,5.68,10.71,14
14/03/2015,West Brom,Stoke,1,0,H,1,0,H,M Oliver,14,9,5,2,7,5,7,16,1,2,0,0,7,9,12,0.93,1.29,11.07,11.07,4.89,4.5,11.21,17,12,6,10,1.18,1.21,12.86,11.5,5.04,5.93,11.96,9
15/03/2015,Chelsea,Southampton,1,1,D,1,1,D,M Dean,22,12,7,5,9,2,10,11,3,3,0,0,19,6,2,2.11,0.81,15.52,15.52,5.96,4.41,10.26,3,15,4,9,1.39,0.71,13.46,9.04,5.46,4.21,12.39,8
15/03/2015,Everton,Newcastle,3,0,H,1,0,H,M Atkinson,15,12,9,4,3,4,11,9,1,2,0,1,6,10,12,1.18,1.46,12.39,12.39,4.89,5.46,9.82,5,9,8,11,1.14,1.54,11.79,11.68,5.64,4.82,11.14,10
15/03/2015,Man United,Tottenham,3,0,H,3,0,H,M Clattenburg,11,5,3,1,4,2,12,10,1,1,0,0,15,8,5,1.68,0.93,13.29,13.29,5.71,4.57,11.64,7,15,5,8,1.64,1.39,14.5,12.86,6.18,5.54,12.43,6
16/03/2015,Swansea,Liverpool,0,1,A,0,0,D,R East,10,16,3,5,4,5,13,16,0,3,0,0,11,7,10,1.18,1.32,11.43,11.43,3.61,5.39,10.46,12,15,6,7,1.5,1.07,15.54,11.0,5.11,5.39,10.11,2
21/03/2015,Aston Villa,Swansea,0,1,A,0,0,D,R Madley,12,9,3,6,4,9,13,9,0,0,0,0,7,7,15,0.66,1.31,10.45,10.45,4.45,5.55,10.66,14,11,7,11,1.14,1.31,11.38,14.52,3.62,5.38,10.55,12
21/03/2015,Man City,West Brom,3,0,H,2,0,H,N Swarbrick,43,3,16,0,9,2,6,5,0,0,0,1,17,7,5,2.03,0.97,16.86,16.86,7.03,3.86,11.9,1,8,9,12,0.93,1.24,11.17,12.38,4.97,4.52,11.07,17
21/03/2015,Newcastle,Arsenal,1,2,A,0,2,A,M Jones,16,7,4,3,9,4,11,7,0,0,0,0,9,8,12,1.1,1.59,11.79,11.79,5.59,4.76,11.07,10,17,6,6,1.93,1.03,15.79,10.83,7.03,4.97,10.38,4
21/03/2015,Southampton,Burnley,2,0,H,1,0,H,R East,20,15,3,3,10,5,10,7,0,0,0,0,15,5,9,1.38,0.72,13.41,13.41,5.34,4.38,12.34,8,5,10,14,0.9,1.62,11.59,14.97,4.55,6.1,10.52,0
21/03/2015,Stoke,Crystal Palace,1,2,A,1,2,A,A Marriner,17,12,4,3,8,4,15,14,3,4,0,0,12,6,11,1.14,1.21,12.72,12.72,5.03,5.97,12.1,9,8,9,12,1.17,1.38,11.45,13.52,5.69,5.72,13.38,11
21/03/2015,Tottenham,Leicester,4,3,H,2,1,H,M Dean,10,14,4,5,4,4,8,9,2,1,0,0,15,5,9,1.59,1.45,14.17,14.17,6.03,5.48,12.34,6,4,7,17,0.86,1.57,11.25,15.5,5.5,6.29,12.32,0
21/03/2015,West Ham,Sunderland,1,0,H,0,0,D,L Mason,15,7,4,3,6,4,14,11,0,1,0,0,10,9,10,1.34,1.28,13.0,13.0,6.45,5.62,10.9,13,4,14,11,0.79,1.48,10.17,16.07,4.9,5.38,11.34,15
22/03/2015,Hull,Chelsea,2,3,A,2,2,D,M Oliver,19,8,8,3,6,6,14,11,0,2,0,0,6,10,13,0.9,1.28,10.28,10.28,3.79,6.48,12.07,16,19,7,2,2.07,0.82,15.75,10.39,6.07,4.32,10.25,3
22/03/2015,Liverpool,Man United,1,2,A,0,1,A,M Atkinson,7,6,1,4,2,3,14,17,2,2,1,0,16,6,7,1.48,1.03,15.55,15.55,5.1,5.34,10.31,2,16,8,5,1.72,0.9,13.21,10.41,5.66,4.48,11.66,7
22/03/2015,QPR,Everton,1,2,A,0,1,A,J Moss,14,8,1,3,1,3,11,12,2,1,0,0,6,4,19,1.03,1.79,14.41,14.41,4.86,6.45,11.72,0,7,10,12,1.24,1.41,12.48,13.38,4.83,5.41,9.86,5
04/04/2015,Arsenal,Liverpool,4,1,H,3,0,H,A Taylor,16,13,10,2,6,5,7,9,1,0,0,1,18,6,6,1.93,1.03,15.5,15.5,6.93,5.1,10.27,4,16,6,8,1.47,1.07,15.27,10.8,5.0,5.27,10.43,2
04/04/2015,Chelsea,Stoke,2,1,H,1,1,D,J Moss,19,7,10,2,9,0,5,22,1,6,0,0,20,7,2,2.1,0.86,15.48,15.48,6.07,4.38,10.28,3,12,6,12,1.13,1.23,12.87,11.6,5.13,5.9,12.2,9
04/04/2015,Everton,Southampton,1,0,H,1,0,H,L Mason,11,11,1,2,4,10,12,17,0,1,0,0,8,10,12,1.27,1.4,12.33,12.33,4.77,5.27,9.93,5,16,5,9,1.4,0.7,13.63,9.67,5.5,4.4,12.27,8
04/04/2015,Leicester,West Ham,2,1,H,1,1,D,M Clattenburg,20,14,7,7,7,6,12,10,0,3,0,0,4,7,18,0.93,1.66,11.34,11.34,5.45,6.21,12.21,0,11,9,10,1.33,1.23,13.07,15.13,6.43,5.57,11.0,13
04/04/2015,Man United,Aston Villa,3,1,H,1,0,H,R East,19,4,7,2,10,2,15,12,0,1,0,0,17,8,5,1.73,0.9,12.97,12.97,5.57,4.4,11.83,7,7,7,16,0.63,1.3,10.5,12.83,4.43,5.67,10.73,14
04/04/2015,Swansea,Hull,3,1,H,2,0,H,A Marriner,9,10,4,1,4,7,11,14,1,5,0,1,12,7,11,1.13,1.27,11.3,11.3,3.8,5.33,10.5,12,6,10,14,0.93,1.33,10.57,13.83,3.87,6.47,12.13,16
04/04/2015,West Brom,QPR,1,4,A,0,3,A,L Probert,21,12,6,7,2,4,6,15,2,3,1,0,8,9,13,0.9,1.3,10.9,10.9,4.87,4.67,10.87,17,6,4,20,1.03,1.8,14.4,15.57,4.73,6.33,11.7,0
05/04/2015,Burnley,Tottenham,0,0,D,0,0,D,M Atkinson,15,12,4,2,5,3,9,5,2,0,0,0,5,10,15,0.87,1.63,11.7,11.7,4.57,6.23,10.4,0,16,5,9,1.67,1.5,14.03,12.83,5.97,5.43,12.2,6
05/04/2015,Sunderland,Newcastle,1,0,H,1,0,H,M Dean,16,10,4,1,8,4,14,18,5,2,0,0,4,14,12,0.77,1.47,10.07,10.07,4.87,5.4,11.33,15,9,8,13,1.1,1.6,11.93,11.63,5.7,4.73,11.07,10
06/04/2015,Crystal Palace,Man City,2,1,H,1,0,H,M Oliver,5,22,3,4,4,13,11,11,2,1,0,0,9,9,12,1.2,1.37,11.47,11.47,5.63,5.8,13.4,11,18,7,5,2.07,0.93,17.73,9.8,7.1,3.8,11.7,1
07/04/2015,Aston Villa,QPR,3,3,D,2,1,H,C Pawson,21,11,7,5,7,3,8,12,0,4,0,0,7,7,17,0.65,1.35,10.29,10.29,4.35,5.81,10.77,14,7,4,20,1.13,1.77,14.32,15.74,4.71,6.19,11.81,0
11/04/2015,Burnley,Arsenal,0,1,A,0,1,A,M Dean,8,17,4,5,1,6,15,7,2,0,0,0,5,11,15,0.84,1.58,11.81,11.81,4.58,6.13,10.35,0,19,6,6,2.0,1.03,15.52,11.06,6.9,5.1,10.16,4
11/04/2015,Southampton,Hull,2,0,H,0,0,D,K Friend,9,15,4,4,2,5,7,11,2,0,0,0,16,5,10,1.35,0.71,13.55,13.55,5.65,4.39,12.42,8,6,10,15,0.94,1.39,10.55,13.68,3.97,6.39,12.19,16
11/04/2015,Sunderland,Crystal Palace,1,4,A,0,0,D,A Taylor,12,14,3,5,8,4,15,17,2,2,0,0,5,14,12,0.77,1.42,10.26,10.26,4.97,5.35,11.42,15,10,9,12,1.23,1.35,11.26,13.9,5.58,6.03,13.32,11
11/04/2015,Swansea,Everton,1,1,D,0,1,A,M Oliver,11,12,3,8,3,6,18,12,3,3,0,0,13,7,11,1.19,1.26,11.23,11.23,3.81,5.39,10.52,12,9,10,12,1.26,1.35,12.29,13.32,4.74,5.42,10.0,5
11/04/2015,Tottenham,Aston Villa,0,1,A,0,1,A,L Probert,14,10,3,3,9,6,11,12,3,2,0,1,16,6,9,1.61,1.45,13.97,13.97,5.87,5.42,11.97,6,7,8,17,0.72,1.41,10.62,12.97,4.44,5.72,10.69,14
11/04/2015,West Brom,Leicester,2,3,A,2,1,H,M Atkinson,8,12,5,4,4,6,15,15,2,2,0,0,8,9,14,0.9,1.39,11.23,11.23,4.77,4.65,10.71,17,5,7,18,0.97,1.63,11.63,15.27,5.5,6.2,12.2,0
11/04/2015,West Ham,Stoke,1,1,D,1,0,H,R East,11,18,3,2,4,10,17,13,3,1,0,0,11,9,11,1.32,1.26,13.1,13.1,6.42,5.61,10.97,13,12,6,13,1.13,1.26,12.68,11.84,4.97,6.0,12.52,9
12/04/2015,Man United,Man City,4,2,H,2,1,H,M Clattenburg,11,10,7,3,1,5,9,16,0,3,0,0,18,8,5,1.77,0.9,13.16,13.16,5.71,4.32,11.94,7,18,7,6,2.03,0.97,17.87,9.65,7.29,3.81,11.68,1
12/04/2015,QPR,Chelsea,0,1,A,0,0,D,A Marriner,15,9,4,1,5,6,12,6,2,1,0,0,7,5,20,1.19,1.81,14.22,14.22,4.66,6.22,11.81,0,21,7,2,2.1,0.87,15.6,10.57,6.17,4.23,10.1,3
13/04/2015,Liverpool,Newcastle,2,0,H,1,0,H,L Mason,14,10,6,3,6,6,8,17,2,0,0,1,16,6,9,1.45,1.16,15.19,15.19,5.0,5.29,10.39,2,9,8,14,1.06,1.58,11.87,11.77,5.65,4.84,11.29,10
18/04/2015,Chelsea,Man United,1,0,H,1,0,H,M Dean,7,15,2,2,3,7,13,11,7,1,0,0,22,7,2,2.06,0.84,15.39,15.39,6.16,4.26,9.97,3,19,8,5,1.84,0.94,13.09,10.09,5.56,4.34,11.84,7
18/04/2015,Crystal Palace,West Brom,0,2,A,0,1,A,J Moss,19,8,4,4,7,6,17,17,3,3,0,0,11,9,12,1.31,1.34,11.34,11.34,5.53,6.09,13.44,11,8,9,15,0.94,1.44,11.12,13.31,4.75,4.69,10.84,17
18/04/2015,Everton,Burnley,1,0,H,1,0,H,M Jones,21,10,8,1,5,6,12,15,1,2,0,1,9,11,12,1.25,1.34,12.28,12.28,4.78,5.34,10.06,5,5,11,16,0.81,1.56,11.69,15.09,4.47,6.12,10.5,0
18/04/2015,Leicester,Swansea,2,0,H,1,0,H,L Probert,18,10,6,6,6,3,6,5,0,2,0,0,6,7,18,1.03,1.65,11.65,11.65,5.52,6.13,12.29,0,13,8,11,1.19,1.25,11.22,14.22,3.78,5.41,10.75,12
18/04/2015,Stoke,Southampton,2,1,H,0,1,A,M Clattenburg,15,12,2,6,2,5,17,17,0,4,0,0,12,7,13,1.12,1.25,12.84,12.84,5.12,5.94,12.53,9,17,5,10,1.38,0.69,13.41,9.88,5.53,4.41,12.25,8
19/04/2015,Man City,West Ham,2,0,H,2,0,H,A Taylor,18,9,3,3,6,3,10,6,2,2,0,0,18,7,7,2.03,1.06,17.62,17.62,7.22,3.72,11.81,1,11,10,11,1.31,1.25,13.03,15.38,6.34,5.75,11.16,13
19/04/2015,Newcastle,Tottenham,1,3,A,0,1,A,K Friend,11,14,5,8,4,3,11,13,2,4,0,0,9,8,15,1.03,1.59,11.81,11.81,5.66,4.88,11.47,10,16,6,10,1.56,1.44,13.97,12.81,5.97,5.44,11.94,6
25/04/2015,Burnley,Leicester,0,1,A,0,0,D,A Taylor,12,8,4,4,6,4,16,16,3,0,0,0,5,11,17,0.79,1.55,11.64,11.64,4.52,6.09,10.64,0,7,7,18,1.06,1.59,11.84,14.88,5.53,6.03,12.09,0
25/04/2015,Crystal Palace,Hull,0,2,A,0,0,D,M Clattenburg,7,21,3,7,0,9,15,10,0,0,0,0,11,9,13,1.27,1.36,11.58,11.58,5.58,6.09,13.55,11,6,10,16,0.91,1.41,10.69,13.53,4.0,6.25,12.16,16
25/04/2015,Man City,Aston Villa,3,2,H,1,0,H,M Dean,11,13,4,4,7,6,13,11,1,2,0,0,19,7,7,2.03,1.03,17.64,17.64,7.18,3.7,11.76,1,8,8,17,0.73,1.36,10.61,13.0,4.48,5.82,10.73,14
25/04/2015,Newcastle,Swansea,2,3,A,1,1,D,N Swarbrick,12,11,4,6,9,6,14,9,1,2,0,0,9,8,16,1.03,1.64,11.79,11.79,5.61,4.82,11.45,10,13,8,12,1.15,1.27,11.18,14.33,3.76,5.42,10.58,12
25/04/2015,QPR,West Ham,0,0,D,0,0,D,M Jones,18,8,7,2,6,6,14,12,1,0,0,0,7,5,21,1.15,1.79,14.24,14.24,4.67,6.21,11.82,0,11,10,12,1.27,1.27,12.91,15.45,6.24,5.76,11.0,13
25/04/2015,Southampton,Tottenham,2,2,D,1,1,D,J Moss,13,7,4,2,8,3,9,10,1,3,0,0,17,5,11,1.36,0.73,13.36,13.36,5.52,4.33,12.39,8,17,6,10,1.61,1.42,13.97,12.76,5.88,5.39,11.97,6
25/04/2015,Stoke,Sunderland,1,1,D,1,1,D,M Atkinson,23,15,8,5,9,8,14,15,2,3,0,0,13,7,13,1.15,1.24,12.91,12.91,5.03,5.91,12.67,9,5,14,13,0.78,1.5,10.31,15.78,5.06,5.31,11.53,15
25/04/2015,West Brom,Liverpool,0,0,D,0,0,D,R East,10,22,4,5,2,4,12,11,1,0,0,0,9,9,15,0.97,1.39,11.03,11.03,4.79,4.76,11.03,17,17,6,9,1.47,1.12,15.16,10.94,5.03,5.31,10.31,2
26/04/2015,Arsenal,Chelsea,0,0,D,0,0,D,M Oliver,12,7,1,3,6,2,17,11,4,3,0,0,20,6,6,1.97,1.0,15.56,15.56,6.88,4.97,10.06,4,23,7,2,2.03,0.81,15.12,10.84,6.06,4.34,10.06,3
26/04/2015,Everton,Man United,3,0,H,2,0,H,A Marriner,9,17,7,4,7,7,6,10,0,2,0,0,10,11,12,1.24,1.3,12.55,12.55,4.79,5.36,10.12,5,19,8,6,1.79,0.94,13.15,10.0,5.61,4.3,11.82,7
28/04/2015,Hull,Liverpool,1,0,H,1,0,H,L Probert,7,12,4,9,7,7,10,10,2,0,0,0,7,10,16,0.94,1.36,11.0,11.0,4.15,6.06,12.09,16,17,7,9,1.42,1.09,15.36,10.91,5.0,5.21,10.33,2
29/04/2015,Leicester,Chelsea,1,3,A,1,0,H,M Clattenburg,8,11,2,4,2,6,10,1,1,0,0,0,8,7,18,1.06,1.55,11.73,11.73,5.48,6.03,12.21,0,23,8,2,1.97,0.79,14.88,10.88,5.94,4.39,10.09,3
02/05/2015,Aston Villa,Everton,3,2,H,2,0,H,M Clattenburg,11,9,4,5,5,3,13,12,2,1,0,0,8,8,18,0.76,1.41,10.68,10.68,4.53,5.85,10.74,14,11,11,12,1.29,1.26,12.44,13.26,4.85,5.41,10.0,5
02/05/2015,Leicester,Newcastle,3,0,H,2,0,H,M Dean,19,12,7,3,10,7,10,13,1,2,0,2,8,7,19,1.06,1.59,11.62,11.62,5.38,6.03,12.15,0,9,8,17,1.06,1.68,11.79,11.88,5.71,4.85,11.53,10
02/05/2015,Liverpool,QPR,2,1,H,1,0,H,M Atkinson,25,10,8,2,9,6,9,18,2,3,0,1,17,7,10,1.38,1.09,15.26,15.26,5.06,5.26,10.32,2,7,6,21,1.12,1.74,14.35,15.47,4.71,6.21,11.88,0
02/05/2015,Man United,West Brom,0,1,A,0,0,D,A Taylor,26,6,9,3,9,3,10,11,1,0,0,0,19,8,7,1.74,1.0,13.26,13.26,5.65,4.38,11.76,7,9,10,15,0.94,1.35,11.0,13.74,4.71,4.74,11.06,17
02/05/2015,Sunderland,Southampton,2,1,H,1,1,D,M Jones,12,11,6,2,1,1,12,13,2,2,0,1,5,15,13,0.79,1.48,10.45,10.45,5.15,5.42,11.64,15,17,6,11,1.38,0.76,13.35,9.94,5.59,4.29,12.29,8
02/05/2015,Swansea,Stoke,2,0,H,0,0,D,C Pawson,16,9,4,3,6,2,9,18,1,2,0,1,14,8,12,1.21,1.29,11.18,11.18,3.82,5.53,10.53,12,13,8,13,1.15,1.24,13.21,11.91,5.15,5.97,12.71,9
02/05/2015,West Ham,Burnley,1,0,H,1,0,H,J Moss,29,8,7,2,13,3,11,7,3,2,0,1,11,11,12,1.24,1.24,12.76,12.76,6.24,5.76,11.03,13,5,11,18,0.76,1.53,11.65,15.06,4.56,6.03,10.79,0
03/05/2015,Chelsea,Crystal Palace,1,0,H,1,0,H,K Friend,17,8,7,1,3,6,12,13,2,2,0,0,24,8,2,2.0,0.79,14.76,14.76,5.94,4.32,9.82,3,11,9,14,1.24,1.38,11.44,13.88,5.41,6.18,13.59,11
03/05/2015,Tottenham,Man City,0,1,A,0,1,A,A Marriner,21,15,5,4,8,7,6,11,3,4,0,0,17,7,10,1.62,1.44,13.76,13.76,5.79,5.47,11.91,6,20,7,7,2.06,1.06,17.44,9.76,7.18,3.76,11.79,1
04/05/2015,Hull,Arsenal,1,3,A,0,3,A,L Mason,8,22,1,9,0,5,8,11,2,0,0,0,8,10,16,0.94,1.32,10.88,10.88,4.24,6.09,12.03,16,20,7,6,1.91,0.97,15.45,10.85,6.85,4.88,10.27,4
09/05/2015,Aston Villa,West Ham,1,0,H,1,0,H,L Mason,15,5,5,1,2,6,6,13,1,1,0,0,9,8,18,0.83,1.43,10.69,10.69,4.54,5.77,10.8,14,12,11,12,1.23,1.2,13.23,15.31,6.43,5.69,11.03,13
09/05/2015,Crystal Palace,Man United,1,2,A,0,1,A,M Oliver,13,13,4,4,7,6,13,12,0,1,0,0,11,9,15,1.2,1.37,11.34,11.34,5.43,6.09,13.57,11,19,8,8,1.69,1.0,13.63,9.86,5.74,4.34,11.71,7
09/05/2015,Everton,Sunderland,0,2,A,0,0,D,L Probert,22,10,4,3,15,1,10,9,2,3,0,0,11,11,13,1.31,1.31,12.34,12.34,4.8,5.4,10.06,5,6,15,13,0.82,1.47,10.5,15.85,5.03,5.29,11.65,15
09/05/2015,Hull,Burnley,0,1,A,0,0,D,M Atkinson,21,8,3,2,9,3,16,12,1,1,0,0,8,10,17,0.94,1.37,10.8,10.8,4.11,6.06,11.91,16,5,11,19,0.74,1.51,11.54,15.46,4.51,6.23,10.69,0
09/05/2015,Leicester,Southampton,2,0,H,2,0,H,R East,10,10,3,3,4,8,12,10,1,0,0,0,9,7,19,1.11,1.54,11.83,11.83,5.51,6.06,12.09,0,17,6,12,1.37,0.8,13.29,10.0,5.46,4.2,12.31,8
09/05/2015,Newcastle,West Brom,1,1,D,1,1,D,C Foy,15,8,5,3,7,2,11,17,2,3,0,0,9,8,18,1.03,1.71,11.8,11.8,5.74,5.0,11.57,10,10,10,15,0.94,1.31,10.86,14.09,4.66,4.86,11.06,17
09/05/2015,Stoke,Tottenham,3,0,H,2,0,H,M Clattenburg,17,9,9,3,6,8,14,12,0,0,0,1,13,8,14,1.11,1.26,13.09,13.09,5.06,5.97,12.86,9,17,7,11,1.57,1.43,13.97,12.83,5.86,5.51,11.74,6
10/05/2015,Chelsea,Liverpool,1,1,D,1,1,D,A Marriner,8,15,3,4,6,4,13,11,4,3,0,0,25,8,2,1.97,0.77,14.83,14.83,5.86,4.37,9.89,3,18,7,10,1.4,1.09,15.54,10.77,5.17,5.29,10.29,2
10/05/2015,Man City,QPR,6,0,H,2,0,H,M Dean,23,9,11,3,7,4,12,7,0,1,0,0,21,7,7,2.03,1.03,17.37,17.37,7.17,3.89,11.77,1,7,6,22,1.11,1.74,14.23,15.74,4.74,6.29,12.06,0
11/05/2015,Arsenal,Swansea,0,1,A,0,0,D,K Friend,23,8,9,3,6,1,7,10,0,1,0,0,21,7,6,1.94,0.97,15.65,15.65,6.79,4.74,10.29,4,15,8,12,1.23,1.26,11.31,14.11,3.89,5.43,10.49,12
16/05/2015,Burnley,Stoke,0,0,D,0,0,D,M Oliver,11,11,4,3,7,6,14,9,1,2,0,0,6,11,19,0.75,1.47,11.44,11.44,4.47,6.31,10.72,0,14,8,14,1.17,1.22,13.19,11.94,5.08,6.03,12.89,9
16/05/2015,Liverpool,Crystal Palace,1,3,A,1,1,D,J Moss,18,15,3,6,4,5,10,17,2,3,0,0,18,8,10,1.39,1.08,15.53,15.53,5.14,5.31,10.31,2,11,9,16,1.19,1.39,11.39,13.94,5.47,6.08,13.56,11
16/05/2015,QPR,Newcastle,2,1,H,0,1,A,L Probert,8,22,4,8,3,12,12,8,2,0,0,0,7,6,23,1.08,1.86,14.08,14.08,4.72,6.31,11.92,0,9,9,18,1.03,1.69,11.89,11.97,5.78,4.92,11.56,10
16/05/2015,Southampton,Aston Villa,6,1,H,5,1,H,R Madley,18,9,11,4,6,3,19,7,1,1,0,0,17,6,13,1.33,0.83,13.19,13.19,5.53,4.19,12.25,8,10,8,18,0.83,1.39,10.81,12.61,4.47,5.78,10.67,14
